GOTERM,GONAME,Fasta,NaCl60gLRPKM,NaCl20_100_3.6gLRPKM,Treatment
GO:0051186,cofactor metabolic process,TD01GL000221,2.817175003,2.18769624,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000337,3.156187055,3.265114917,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000356,2.397350855,2.480867397,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000368,2.451964422,2.898967993,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000369,1.733382857,2.345861328,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000370,2.099927314,2.469948257,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000371,2.270780116,2.684225824,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000423,1.233193576,1.204531772,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000424,1.444263994,1.093208849,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000425,1.37204101,1.027627177,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000426,1.468587613,1.014073961,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000439,1.146749472,0.811154964,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000445,1.371309537,1.179586129,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000506,1.910397611,2.120156255,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000539,2.41857213,2.552231919,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000543,2.645878198,2.709559551,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000565,0.841123928,0.856511039,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000567,1.060260564,0.841400763,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000622,1.633508608,0.97275426,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000623,1.5768013,0.785661177,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000624,1.750371964,0.876764168,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000626,2.173418066,1.129017995,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000627,2.776570897,1.516259336,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000640,1.871795771,2.070795172,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000706,2.764900279,2.457002273,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000737,1.9904942,1.877141299,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000751,2.166828239,2.105993821,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000851,1.13161109,1.064269948,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000883,2.706172637,2.006446461,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000934,2.117681987,1.329206332,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000936,1.962205686,1.670289594,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000937,2.372222702,2.159963685,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL000947,1.628994026,1.463720461,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001059,2.619822171,2.904531562,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001188,2.266231352,2.44276122,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001192,1.936026891,2.241205584,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001222,2.041160003,2.295234175,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001234,1.996823277,1.869515008,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001246,1.721939252,2.159606795,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001260,1.994794474,2.607196869,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001283,2.145184764,2.131899374,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001357,2.199575091,2.133899161,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001437,2.508131129,2.90737908,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001438,2.792091095,2.929047013,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001464,2.052230959,2.118713414,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001465,1.848085518,1.923294927,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001467,1.839605382,2.066580396,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001468,1.684744613,1.947819052,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001469,1.471584691,1.646038017,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001554,1.776644037,1.788950387,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001555,1.877329648,1.960610624,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001560,2.30413447,2.164051682,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001636,2.636957195,2.737556627,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001637,2.412011314,2.58206455,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001647,3.12260737,2.985279143,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001649,2.570745335,1.779869889,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001671,2.369756806,1.91474778,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001672,2.265988549,1.898930716,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001673,2.416157801,1.975312764,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001722,1.769687987,1.270337101,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001723,2.105950183,1.770381678,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001869,2.332115658,2.27504267,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001887,2.180611441,2.104463445,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001900,1.824090419,2.137740512,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL001995,1.95060914,1.544802805,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002043,2.395559405,2.637014058,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002049,3.108584448,2.346129826,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002065,1.880248483,1.383052293,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002066,1.854404078,1.536524281,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002100,2.442541803,2.193713305,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002101,1.774949048,1.249837736,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002102,1.688825311,0.930411773,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002103,1.238822655,0.797011315,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002154,2.693623102,1.810306564,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002191,1.761494724,1.575231951,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002203,1.615341548,1.209314951,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002264,2.133143195,2.415873248,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002290,2.089979269,2.571141725,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002370,1.921214006,2.043155823,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002477,2.53199764,2.444975928,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002532,1.629118805,1.935065343,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002539,2.281685918,2.423767639,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002570,2.109783823,2.340998215,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002593,2.298992829,2.742752297,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002646,2.336516916,2.176290278,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002909,1.95276715,2.161779938,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002914,2.280680442,2.381476307,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL002954,1.971963841,2.243474552,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003044,2.839780484,2.812507931,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003055,2.369514239,2.044543156,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003065,2.680787078,2.369189464,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003066,2.211172104,2.371774452,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003092,2.813281979,2.653646547,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003102,2.304044908,2.105994618,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003113,2.744290827,2.319399243,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003114,2.455610867,2.22194939,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003115,1.921891542,1.944651975,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003121,2.553363418,2.31850555,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003141,2.052801459,2.328445093,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003142,2.053770556,2.151400805,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003209,2.324097019,2.33814807,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003211,1.803758483,2.00902022,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003250,1.746617835,2.150173658,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003251,1.075685571,1.154117869,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003305,2.184823338,2.212446742,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003325,2.102405859,1.993945875,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003326,2.235118494,1.955104294,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003327,2.493410337,2.412560217,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003336,2.045218146,1.782486135,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003337,2.281492504,1.767941442,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003338,2.11944101,1.748972828,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003339,1.802147233,1.663906831,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003448,2.202217445,2.159720773,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003449,2.152084469,0.872721348,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003450,1.556851475,0.986219694,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003451,0.713961423,0.581157061,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003452,1.240197054,0.736801467,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003463,1.249773594,1.12522762,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003570,0.732735954,0.594588276,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003597,1.150455741,1.260154256,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003618,3.190676671,2.35428918,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003619,2.38825372,1.920546439,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003637,2.169457317,2.436054202,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003670,2.49419144,2.517675446,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003691,2.672297087,2.263649759,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003707,2.585095514,2.611859363,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003708,2.501617905,2.492667402,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003711,2.49754962,2.580924816,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003728,2.691649403,2.790537774,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003740,2.046037324,2.105480347,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003741,1.986068756,2.260252981,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003798,1.842236837,2.174294923,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003799,2.070584836,2.37803958,20gNaCl
GO:0051186,cofactor metabolic process,TD01GL003810,1.656866128,1.89721361,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL000030,2.106749163,2.252750558,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL000048,2.603014445,2.997207711,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL000049,2.247273391,2.398067146,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL000357,2.656930646,3.024391323,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL000553,1.408456191,1.329191713,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL000554,1.383524554,1.281119432,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL000620,1.581852825,1.076549667,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL000733,2.276770383,2.712329776,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL000746,2.55304703,2.435430022,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL000930,1.766203164,1.350429236,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL000931,1.40025582,1.053223186,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL000932,1.403898218,0.855031746,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001053,2.58397871,2.729574708,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001054,3.580422036,3.182702435,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001056,2.825276113,2.854955225,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001057,3.062958415,3.110587975,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001058,2.668269273,2.914854522,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001059,2.619822171,2.904531562,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001060,2.744062217,2.956074198,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001061,2.416831337,3.162628973,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001062,2.52228179,3.252518372,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001099,2.737699026,1.987519234,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001107,2.57560066,2.658889263,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001223,2.253132034,2.080528911,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001248,1.591454835,1.523044633,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001249,1.644546039,1.507510922,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001250,1.924766231,1.493753143,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001290,1.035900296,1.251786971,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001291,0.984979377,0.766951214,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001365,1.80095506,1.306459726,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001380,2.335232787,2.82786673,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001381,2.495288682,3.019994651,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001404,2.19927239,2.376227553,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001412,3.127576422,3.185026875,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001413,1.835775086,1.697930587,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001443,2.316875249,2.220124993,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001585,2.483815586,2.847322069,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001588,2.508369321,2.729252892,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001642,2.229628579,2.138011127,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001658,2.014236908,1.378865862,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001659,2.123819039,1.874874909,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001686,2.373815567,2.771200921,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001704,2.478612833,1.845393795,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001717,2.276366123,1.075049204,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001719,1.712448185,0.702708693,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001720,2.006756914,1.034770727,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001815,3.10240077,1.898500521,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001816,3.497681367,2.22148967,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL001890,2.579373117,2.65158363,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002014,1.69140758,1.953521963,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002017,1.356623857,1.534715478,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002019,1.287845338,1.504719363,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002096,3.236188031,2.57180144,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002097,3.193956985,2.722074018,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002105,1.253569214,0.794118426,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002107,1.156702643,0.366837309,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002108,1.231789123,0.831917009,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002218,2.587978612,1.879846448,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002256,2.330956964,2.365906745,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002319,2.455995667,2.827915611,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002404,2.061180464,2.086184899,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002428,1.184733111,0.76739628,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002488,2.818447191,2.282438079,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002551,2.530448499,3.099145531,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002642,1.579248322,1.448450271,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002798,1.53539104,1.257716595,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002810,1.370832742,1.382619003,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002811,1.174230686,1.475505492,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL002947,1.942854401,2.495678286,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL003014,2.10297624,1.910540455,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL003035,3.081401213,3.181131135,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL003038,3.160814562,3.19782004,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL003062,2.481189667,2.932102741,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL003063,2.225873937,2.82609364,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL003213,2.787742171,1.900835575,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL003328,2.264214185,2.397031034,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL003666,2.099605571,2.146587171,20gNaCl
GO:0006091,generation of precursor metabolites and energy,TD01GL003667,1.944864002,1.896744405,20gNaCl
GO:0006811,ion transport,TD01GL000101,1.348368213,2.683445303,20gNaCl
GO:0006811,ion transport,TD01GL000115,2.073451374,2.696239125,20gNaCl
GO:0006811,ion transport,TD01GL000163,1.590614799,1.514193551,20gNaCl
GO:0006811,ion transport,TD01GL000165,1.297608172,1.490634889,20gNaCl
GO:0006811,ion transport,TD01GL000166,1.460119772,1.572539177,20gNaCl
GO:0006811,ion transport,TD01GL000168,1.835749829,1.824181009,20gNaCl
GO:0006811,ion transport,TD01GL000215,1.64653263,1.644715667,20gNaCl
GO:0006811,ion transport,TD01GL000227,1.781991571,2.029805738,20gNaCl
GO:0006811,ion transport,TD01GL000252,1.630721552,1.427152592,20gNaCl
GO:0006811,ion transport,TD01GL000259,1.742712473,0.897956647,20gNaCl
GO:0006811,ion transport,TD01GL000260,1.471843334,0.685621187,20gNaCl
GO:0006811,ion transport,TD01GL000274,1.134519957,1.028423427,20gNaCl
GO:0006811,ion transport,TD01GL000311,1.091000546,1.013609307,20gNaCl
GO:0006811,ion transport,TD01GL000321,1.838431444,2.287251001,20gNaCl
GO:0006811,ion transport,TD01GL000330,1.649827158,1.792290536,20gNaCl
GO:0006811,ion transport,TD01GL000417,1.852571935,1.616037935,20gNaCl
GO:0006811,ion transport,TD01GL000441,1.606420346,1.021129059,20gNaCl
GO:0006811,ion transport,TD01GL000443,1.354386817,1.173755582,20gNaCl
GO:0006811,ion transport,TD01GL000475,1.722725305,1.42517773,20gNaCl
GO:0006811,ion transport,TD01GL000597,3.526491253,3.726778446,20gNaCl
GO:0006811,ion transport,TD01GL000745,2.563796205,2.584567128,20gNaCl
GO:0006811,ion transport,TD01GL000746,2.55304703,2.435430022,20gNaCl
GO:0006811,ion transport,TD01GL000767,1.865439341,1.718104276,20gNaCl
GO:0006811,ion transport,TD01GL000770,2.119432486,2.373902075,20gNaCl
GO:0006811,ion transport,TD01GL000772,1.330423793,1.317366882,20gNaCl
GO:0006811,ion transport,TD01GL000773,0.863528999,0.477392274,20gNaCl
GO:0006811,ion transport,TD01GL000847,2.030216262,1.901480664,20gNaCl
GO:0006811,ion transport,TD01GL000851,1.13161109,1.064269948,20gNaCl
GO:0006811,ion transport,TD01GL000852,1.194819407,1.08198695,20gNaCl
GO:0006811,ion transport,TD01GL000868,0.830935014,0.744884697,20gNaCl
GO:0006811,ion transport,TD01GL000895,3.095155952,1.291971039,20gNaCl
GO:0006811,ion transport,TD01GL000912,1.808575787,1.627751848,20gNaCl
GO:0006811,ion transport,TD01GL000930,1.766203164,1.350429236,20gNaCl
GO:0006811,ion transport,TD01GL000931,1.40025582,1.053223186,20gNaCl
GO:0006811,ion transport,TD01GL000943,2.598029462,2.400988852,20gNaCl
GO:0006811,ion transport,TD01GL000969,1.810487047,1.391145235,20gNaCl
GO:0006811,ion transport,TD01GL000993,2.2036016,1.831756346,20gNaCl
GO:0006811,ion transport,TD01GL001000,1.301735858,1.662880172,20gNaCl
GO:0006811,ion transport,TD01GL001014,1.483661546,1.69047252,20gNaCl
GO:0006811,ion transport,TD01GL001073,1.257035267,0.838755621,20gNaCl
GO:0006811,ion transport,TD01GL001196,1.801003632,2.108901635,20gNaCl
GO:0006811,ion transport,TD01GL001197,1.691847093,1.702904413,20gNaCl
GO:0006811,ion transport,TD01GL001198,1.542546456,1.576073057,20gNaCl
GO:0006811,ion transport,TD01GL001208,2.053524036,2.001709503,20gNaCl
GO:0006811,ion transport,TD01GL001218,1.957789057,2.225243019,20gNaCl
GO:0006811,ion transport,TD01GL001225,2.011168202,1.956323053,20gNaCl
GO:0006811,ion transport,TD01GL001231,1.130306764,0.786489113,20gNaCl
GO:0006811,ion transport,TD01GL001232,1.21719082,0.777498168,20gNaCl
GO:0006811,ion transport,TD01GL001233,1.904600823,1.860629626,20gNaCl
GO:0006811,ion transport,TD01GL001240,1.654296403,2.274582674,20gNaCl
GO:0006811,ion transport,TD01GL001287,1.404085602,1.688712454,20gNaCl
GO:0006811,ion transport,TD01GL001288,1.543371069,1.755189125,20gNaCl
GO:0006811,ion transport,TD01GL001348,2.502843505,1.891931119,20gNaCl
GO:0006811,ion transport,TD01GL001350,2.642826994,1.910237652,20gNaCl
GO:0006811,ion transport,TD01GL001365,1.80095506,1.306459726,20gNaCl
GO:0006811,ion transport,TD01GL001367,1.733103815,1.106955087,20gNaCl
GO:0006811,ion transport,TD01GL001384,1.218034856,0.989377735,20gNaCl
GO:0006811,ion transport,TD01GL001420,1.88015851,1.237287795,20gNaCl
GO:0006811,ion transport,TD01GL001428,1.161459371,0.801834253,20gNaCl
GO:0006811,ion transport,TD01GL001454,1.776808046,2.536444836,20gNaCl
GO:0006811,ion transport,TD01GL001457,1.123140752,1.849952069,20gNaCl
GO:0006811,ion transport,TD01GL001460,1.249025505,1.563528513,20gNaCl
GO:0006811,ion transport,TD01GL001517,1.166707714,1.29015365,20gNaCl
GO:0006811,ion transport,TD01GL001584,2.516454398,3.055529898,20gNaCl
GO:0006811,ion transport,TD01GL001585,2.483815586,2.847322069,20gNaCl
GO:0006811,ion transport,TD01GL001586,2.314088283,2.627532933,20gNaCl
GO:0006811,ion transport,TD01GL001587,2.36006621,2.652853596,20gNaCl
GO:0006811,ion transport,TD01GL001588,2.508369321,2.729252892,20gNaCl
GO:0006811,ion transport,TD01GL001589,2.761727112,3.000024376,20gNaCl
GO:0006811,ion transport,TD01GL001622,1.453164517,1.952066829,20gNaCl
GO:0006811,ion transport,TD01GL001661,2.46073001,3.442894074,20gNaCl
GO:0006811,ion transport,TD01GL001662,2.118682901,2.986554801,20gNaCl
GO:0006811,ion transport,TD01GL001663,1.935930273,2.324287135,20gNaCl
GO:0006811,ion transport,TD01GL001705,2.218631986,1.503115971,20gNaCl
GO:0006811,ion transport,TD01GL001706,1.976568215,1.540547913,20gNaCl
GO:0006811,ion transport,TD01GL001717,2.276366123,1.075049204,20gNaCl
GO:0006811,ion transport,TD01GL001747,2.478137738,2.345267548,20gNaCl
GO:0006811,ion transport,TD01GL001748,1.999595416,2.00415427,20gNaCl
GO:0006811,ion transport,TD01GL001749,1.909931474,2.12966474,20gNaCl
GO:0006811,ion transport,TD01GL001750,1.786926589,1.948559106,20gNaCl
GO:0006811,ion transport,TD01GL001782,1.798192323,1.84918157,20gNaCl
GO:0006811,ion transport,TD01GL001806,2.199097095,2.2836473,20gNaCl
GO:0006811,ion transport,TD01GL002026,1.399930093,1.019323766,20gNaCl
GO:0006811,ion transport,TD01GL002063,1.548901587,1.822503919,20gNaCl
GO:0006811,ion transport,TD01GL002075,3.644268645,2.599501828,20gNaCl
GO:0006811,ion transport,TD01GL002080,0.797889653,0.557982073,20gNaCl
GO:0006811,ion transport,TD01GL002099,3.101894355,2.321579933,20gNaCl
GO:0006811,ion transport,TD01GL002119,1.146061851,1.256146495,20gNaCl
GO:0006811,ion transport,TD01GL002134,1.768382853,1.710558248,20gNaCl
GO:0006811,ion transport,TD01GL002174,2.443968345,1.740761996,20gNaCl
GO:0006811,ion transport,TD01GL002198,1.384148604,0.809944295,20gNaCl
GO:0006811,ion transport,TD01GL002200,2.030188873,1.179602958,20gNaCl
GO:0006811,ion transport,TD01GL002212,1.50208099,1.400060601,20gNaCl
GO:0006811,ion transport,TD01GL002273,1.738634007,1.921332854,20gNaCl
GO:0006811,ion transport,TD01GL002333,2.395467121,2.535796564,20gNaCl
GO:0006811,ion transport,TD01GL002364,2.246110053,1.456693213,20gNaCl
GO:0006811,ion transport,TD01GL002392,1.923016713,1.873993638,20gNaCl
GO:0006811,ion transport,TD01GL002393,1.777582937,1.538452953,20gNaCl
GO:0006811,ion transport,TD01GL002397,2.287826901,2.129352465,20gNaCl
GO:0006811,ion transport,TD01GL002443,1.204574366,0.907136768,20gNaCl
GO:0006811,ion transport,TD01GL002448,1.847499635,1.51857556,20gNaCl
GO:0006811,ion transport,TD01GL002501,2.130518077,2.015667303,20gNaCl
GO:0006811,ion transport,TD01GL002641,1.509509389,1.377818159,20gNaCl
GO:0006811,ion transport,TD01GL002642,1.579248322,1.448450271,20gNaCl
GO:0006811,ion transport,TD01GL002643,1.885155419,1.609531048,20gNaCl
GO:0006811,ion transport,TD01GL002645,1.705639637,1.51015321,20gNaCl
GO:0006811,ion transport,TD01GL002681,1.756567016,1.857304351,20gNaCl
GO:0006811,ion transport,TD01GL002683,2.705398219,2.442191094,20gNaCl
GO:0006811,ion transport,TD01GL002764,1.92324189,1.607727513,20gNaCl
GO:0006811,ion transport,TD01GL002766,1.573726532,1.72743064,20gNaCl
